id,video_id,country,fetched_at,title,channel_title,channel_id,category_id,published_at,description,tags,thumbnail,view_count,like_count,comment_count,duration,definition,duration_seconds,duration_minutes,is_short,publish_hour,publish_day,publish_month,is_weekend,hours_to_trend,like_view_ratio,comment_view_ratio,views_per_hour,engagement_score,title_length,title_word_count,title_has_number,title_has_caps,title_exclamation,title_question,tag_count,title_sentiment,description_sentiment,sentiment_label,category_name,is_hd,is_trending_high
480,zMoihcFz2kY,AU,2026-03-22 11:07:36,I Exposed a Corrupt Minecraft Civilization,Parrot,UCPLMPHT-d8GZOqL_AHJFdQQ,20,2026-03-20 01:00:19+00:00,"After opening up spawn, tons of new players began flooding into the Unstable SMP... heading to Capitol City for a safe place to live. However, it wasn't long until I realized that the Capitol City Police were up to something shady. This is how I Exposed a Corrupt Minecraft Civilization. 

Unstable S",Minecraft|Minecraft SMP|SMP|Minecraft Server|LifeSteal SMP|School Minecraft Server|School SMP|School Parrot|Parrot|ParrotX2|Dream SMP|TommyInnit|LifeSteal|parrot lifesteal smp|Spoke|minecraft survival|minecraft hardcore|minecraft challenge|minecraft server|HermitCraft|MumboJumbo|Grian|why i broke 100+ bedrock|Here's Why I Made 12240 Minecraft Cakes|Minecraft Hunt|LifeSteal Season 3|1 Heart Minecraft|LifeSteal Season 4|Why I Removed the World,https://i.ytimg.com/vi/zMoihcFz2kY/hqdefault.jpg,3033621,137488,20298,PT52M28S,hd,3148.0,52.47,0,1,Friday,3,0,58.12,0.045321,0.006691,52195.82,0.052012,42,6,0,0,0,0,29,-0.5,-0.0045,negative,Gaming,1,1
456,Is5IswM87EQ,AU,2026-03-22 11:07:36,Minecraft LIVE - March 2026,Minecraft,UC1sELGmy5jp5fQUugmuYlXQ,20,2026-03-21 17:45:23+00:00,"New game drops! Developers! More!

It’s time for Minecraft LIVE again! Kick things off with a fun-packed community pre-show, get the scoop on upcoming game drops from our developers, go behind the scenes, meet awesome guests, and discover exciting stuff to come. After the broadcast, stay tuned in fo",Minecraft|MCL|Minecraft Live|2025|September|MinecraftLive|Vanilla|deepdig|deep dig|after show|pre show|preshow|Mojang|Xbox|Microsoft|Game Pass|Xbox Game Pass|Minecraft News|Minecraft Update,https://i.ytimg.com/vi/Is5IswM87EQ/hqdefault.jpg,2845082,155122,7429,PT21M22S,hd,1282.0,21.37,0,17,Saturday,3,1,17.37,0.054523,0.002611,163792.86,0.057134,27,5,1,0,0,0,19,0.1364,0.1009,positive,Gaming,1,1
470,YShjCIA9aXk,AU,2026-03-22 11:07:36,"Sonic the Hedgehog 4 | Title Reveal (2027 Movie) - Jim Carrey, Ben Schwartz, Kristen Bell",Paramount Pictures,UCF9imwPMSGz4Vq1NiTWCC7g,1,2026-03-19 13:00:23+00:00,"The countdown to chaos has begun. 💎 #SonicMovie4 - only in theatres March 19, 2027.

Connect with #SonicMovie4 online:
Official Site: https://www.sonicthehedgehogmovie.com/
Instagram: https://www.instagram.com/sonicmovie/
TikTok: https://www.tiktok.com/@sonicmovie
Facebook: https://www.facebook.com/",sonic|sonic the hedgehog 4|sonic the hedgehog|Paramount pictures|Sega,https://i.ytimg.com/vi/YShjCIA9aXk/hqdefault.jpg,2630417,111745,0,PT37S,hd,37.0,0.62,1,13,Thursday,3,0,70.12,0.042482,0.0,37513.08,0.042482,89,16,1,0,0,0,5,0.0,0.0,neutral,Film & Animation,1,1
463,WK_PlcL8Tzo,AU,2026-03-22 11:07:36,"Jaiye Sajana (Audio): Dhurandhar The Revenge | Shashwat Sachdev | Jasmine Sandlas, Satinder Sartaaj",T-Series,UCq-Fj5jknLsUf-MWSy4_brA,10,2026-03-17 18:35:11+00:00,"Presenting the Full Audio Song ""Jaiye Sajana"", from the film #DhurandharTheRevenge.

Credits: 
Jio Studios Presents
A B62 Studios Production

An Aditya Dhar Film
DHURANDHAR THE REVENGE

Written, Directed and Produced by: Aditya Dhar
Produced by: Jyoti Deshpande
Produced by: Lokesh Dhar

Cast : Ranve",tseries|tseries songs|punjabi song|latest hindi songs|latest punjabi songs|bollywood latest songs|Jaiye Sajana song|satinder sartaj new song|Jaiye Sajana satinder sartaj|dhurandhar 2 all songs|Jaiye Sajana dhurandhar 2|satinder sartaj songs|Jaiye Sajana|dhurandhar movie songs|Jaiye Sajana satinder sartaj song|jasmine sandlas songs|satinder sartaj song|shashwat sachdev songs|dhurandhar 2 trailer|ranveer singh dhurandhar|jaiye sajna song|dhurandhar,https://i.ytimg.com/vi/WK_PlcL8Tzo/hqdefault.jpg,2345539,57714,2234,PT3M1S,hd,181.0,3.02,0,18,Tuesday,3,0,112.54,0.024606,0.000952,20841.83,0.025558,99,14,0,0,0,0,22,0.0,0.35,neutral,Music,1,1
491,jW0uhCZTTpM,AU,2026-03-22 11:07:36,Rabb Da Radio 3 Official Trailer | Tarsem Jassar | Nimrat Khaira,VehliJantaRecords,UCyXTmEh_ftszgyO3FTe4-jA,10,2026-03-18 12:08:12+00:00,"STARRING - TARSEM SINGH JASSAR, NIMRAT KHAIRA, SHIVENDRA MAHAL, SARDAR SOHI, SUNITA DHIR, NIRMAL RISHI, RONAK JOSHI, NAVDEEP KALER, SUKHI CHAHAL, SEEMA KAUSHAL, GURPREET BHANGU, SATWANT KAUR, JATINDER KAUR, RUPINDER RUPI, PAWAN JOHAL, GURMEET SAJAN, GURDIAL PARAS, BANINDER BUNNY, JASSA DHILLON, JATI",Vehli Janta Records|Vehli Janta Music|Best of Punjabi Song|Punjabi Song|Latest Punjabi song|New Punjabi Song|punjabi new song|best of punjabi music|punjabi rap song,https://i.ytimg.com/vi/jW0uhCZTTpM/hqdefault.jpg,2068218,45127,1780,PT3M2S,hd,182.0,3.03,0,12,Wednesday,3,0,94.99,0.021819,0.000861,21773.01,0.02268,64,12,1,0,0,0,9,0.0,0.0,neutral,Music,1,1
478,1WCX3d5xjPs,AU,2026-03-22 11:07:36,Ellie Goulding - Love Me Like You Do (Lyrics),daydream.,UCHarQ-RAkMkQueCK66g__RQ,10,2026-03-17 16:30:01+00:00,"ellie goulding - love me like you do (Lyrics) 

Join the ddsquad! Click the bell icon to stay updated!

⏬ Listen/Stream: https://elliegoulding.lnk.to/HTHID

💖 Share the love everywhere: https://bit.ly/3TkLjHJ

ᯤ Spotify Playlist 🎧
• Nostalgic Journey.. https://spoti.fi/3OdmPOp
• Off My Face.. https:",daydreamsounds|love me like you do|love me like you do ellie goulding|ellie goulding|ellie goulding love me like you do|love me like you do lyrics|lyrics|music|pop|the vibe guide,https://i.ytimg.com/vi/1WCX3d5xjPs/hqdefault.jpg,1960425,8360,81,PT4M1S,hd,241.0,4.02,0,16,Tuesday,3,0,114.63,0.004264,4.1e-05,17102.2,0.004306,45,9,0,0,0,0,10,0.5,0.2604,positive,Music,1,1
457,HtVcltkn3HI,AU,2026-03-22 11:07:36,RAYE - 'Click Clack Symphony.' feat. Hans Zimmer (Official Video),RAYE,UCw5z_dopYnvEL6Rc8KNKsnw,10,2026-03-20 19:00:06+00:00,"Pre-order/pre-save RAYE's sophomore album - THIS MUSIC MAY CONTAIN HOPE. available 27th March 2026:
https://raye.orcd.co/tmmch

Follow RAYE
TikTok: https://www.tiktok.com/@raye
Instagram: https://www.instagram.com/raye/
Facebook: https://www.facebook.com/raye
Twitter: https://twitter.com/raye

Sign ",raye songs|raye lyrics|#raye|raye|Hans Zimmer|Click Clack Symphony|Click Clack|This Music May Contain Hope|RAYE 2026|RAYE Click Clack|Clik Clak|Raye Hans Zimmer,https://i.ytimg.com/vi/HtVcltkn3HI/hqdefault.jpg,1629572,138289,6166,PT5M12S,hd,312.0,5.2,0,19,Friday,3,0,40.12,0.084862,0.003784,40617.45,0.088646,65,10,0,0,0,0,12,0.0,0.4,neutral,Music,1,1
460,XdcS0avyC7U,AU,2026-03-22 11:07:36,GG (Official Video) Gulab Sidhu | Jang Dhillon | Latest Punjabi Song 2026 | New Punjabi Song 2026,Agaz Music,UCdGD5lN36Co-YuarkjfmOGg,10,2026-03-21 05:29:45+00:00,"Agaz Music Presents Punjabi Song 2025 "" GG "" By Gulab Sidhu.



Song Credits: 

GG 

Singer - Gulab Sidhu 
Lyrics -  Jang Dhillon 
Music-  Black Sniper 
Video - Hitest Arora 
Promotion - Baaj Media 
Label - Agaz Music



Digital Partner : Baaj Media
Instagram -  https://www.instagram.com/baajmedia

",Gulab sidhu|Duniyan ki ki kardi aa|Gg kardi aa|Latest punjabi song|New punjabi song|Gulab hit song|Gulab sidhu viral song duniyan ki ki kardi aa|Baaj media,https://i.ytimg.com/vi/XdcS0avyC7U/hqdefault.jpg,1612295,26450,324,PT2M46S,hd,166.0,2.77,0,5,Saturday,3,1,29.63,0.016405,0.000201,54414.28,0.016606,97,18,1,0,0,0,8,0.3182,-0.0833,positive,Music,1,1
458,LbTo7I9M6kM,AU,2026-03-22 11:07:36,SPIDERMAN BRAND NEW DAY TRAILER BREAKDOWN! Every Easter Egg & Detail You Missed!,New Rockstars,UC7yRILFFJ2QZCykymr8LPwA,24,2026-03-19 23:41:32+00:00,"Spider-Man Brand New Day Trailer FRAME BY FRAME Breakdown & Analysis by New Rockstars’ Erik Voss! Get 10% off your first month of therapy at https://betterhelp.com/NewRockstars. #spiderman #spidermanbrandnewday #trailer  #sponsored

Here is EVERYTHING you missed in the trailer for Spider-Man Brand N",new rockstars|new rockstars youtube|youtube new rockstars|spider-man|spiderman|spider-man brand new day|spider-man brand new day trailer|spider-man brand new day trailer new rockstars|trailer breakdown new rockstars|spider-man brand new day trailer reaction|jean grey|hulk|punisher|tom holland|peter parker|daredevil|the hand,https://i.ytimg.com/vi/LbTo7I9M6kM/hqdefault.jpg,1452838,50662,2777,PT48M24S,hd,2904.0,48.4,0,23,Thursday,3,0,59.43,0.034871,0.001911,24446.21,0.036782,80,13,0,0,1,0,17,0.2131,0.1856,positive,Entertainment,1,1
468,2_-0cSon4yc,AU,2026-03-22 11:07:36,1000 Hunters vs Minecraft's Deadliest Players,Karl,UCrYrcFGGs_nke1MggS8Jvqg,20,2026-03-21 17:45:00+00:00,"How do you survive when 1,000 people are HUNTING you???
SUBSCRIBE!!!

JOIN MY DISCORD TO BE IN A VIDEO:
!!!!!! http://discord.gg/karlrecords !!!!!!

----------------------------------------------------------------
Follow me on all socials!
• Twitter - https://twitter.com/KarlJacobs_
• Instagram - ht",karl jacobs,https://i.ytimg.com/vi/2_-0cSon4yc/hqdefault.jpg,1360329,57749,8891,PT53M46S,hd,3226.0,53.77,0,17,Saturday,3,1,17.38,0.042452,0.006536,78269.79,0.048988,45,6,1,0,0,0,1,0.0,0.0,neutral,Gaming,1,1
453,5QscahGVf1Y,AU,2026-03-22 11:07:36,SIDEMEN AMONG US: THE MOST EXPLOSIVE EPISODE EVER,MoreSidemen,UCh5mLn90vUaB1PbRRx_AiaA,22,2026-03-21 20:30:00+00:00,"🍗: Order food NOW at: https://www.eatsides.com/
🎥: Access exclusive content at: https://www.sideplus.com/
🍹: XIX Vodka: https://www.xixvodka.com/
👉🏻: Subscribe to our Reacts Channel: https://www.youtube.com/SidemenReacts 👈🏻
👕: Sidemen Clothing: https://www.sidemenclothing.com
📸: Sidemen Instagram: h",sidemen|moresidemen|miniminter|ksi|zerkaa|behzinga|tbjzl|vikkstar|wroetoshaw,https://i.ytimg.com/vi/5QscahGVf1Y/hqdefault.jpg,1285311,72233,4241,PT48M33S,hd,2913.0,48.55,0,20,Saturday,3,1,14.63,0.056199,0.0033,87854.48,0.059498,49,8,0,1,0,0,9,0.5,0.0,positive,People & Blogs,1,1
481,Kj8hZ3af3Hg,AU,2026-03-22 11:07:36,The Verve - Bitter Sweet Symphony (Sub. Español + Lyrics),nostalgia lyrics.,UCaxjS8mdF402rdn1hP6_1_Q,10,2026-03-18 16:00:27+00:00,,,https://i.ytimg.com/vi/Kj8hZ3af3Hg/hqdefault.jpg,1139152,4533,50,PT6M1S,hd,361.0,6.02,0,16,Wednesday,3,0,91.12,0.003979,4.4e-05,12501.67,0.004023,57,10,0,0,0,0,0,0.125,0.0,positive,Music,1,1
473,E31Tvx3oT9w,AU,2026-03-22 11:07:36,Spider-Man: Brand New Day Trailer BREAKDOWN - Easter Eggs You Missed!,ScreenCrush,UCgMJGv4cQl8-q71AyFeFmtg,1,2026-03-18 17:43:46+00:00,"Head to https://betterhelp.com/screencrush for 10% off your first month of therapy with our sponsor, BetterHelp. Make your mental health and growth a positive focus this year.

Use the code MERCHMADNESS to get 20% off our merch store sitewide: https://screencrushmerch.com/pages/subscribe 

The Spide",screencrush|heavy spoilers|new rockstars,https://i.ytimg.com/vi/E31Tvx3oT9w/hqdefault.jpg,1100692,32017,2241,PT21M30S,hd,1290.0,21.5,0,17,Wednesday,3,0,89.4,0.029088,0.002036,12311.99,0.031124,69,11,0,0,1,0,3,0.1705,0.1258,positive,Film & Animation,1,1
466,AxN0RjNx6WM,AU,2026-03-22 11:07:36,"Jaiye Sajana (From ""Dhurandhar The Revenge"")",Release - Topic,UCD3wq0sw9vur8RJOGedX4Zg,10,2026-03-17 17:28:41+00:00,"Provided to YouTube by Super Cassettes Industries Private Limited

Jaiye Sajana (From ""Dhurandhar The Revenge"") · Shashwat Sachdev · Jasmine Sandlas · Satinder Sartaaj

Dhurandhar The Revenge

℗ Super Cassettes Industries Private Limited

Released on: 2026-03-17

Auto-generated by YouTube.","Shashwat Sachdev|Jasmine Sandlas|Satinder Sartaaj|Dhurandhar The Revenge|Jaiye Sajana (From ""Dhurandhar The Revenge"")",https://i.ytimg.com/vi/AxN0RjNx6WM/hqdefault.jpg,1087271,20878,0,PT3M,hd,180.0,3.0,0,17,Tuesday,3,0,113.65,0.019202,0.0,9566.84,0.019202,44,6,0,0,0,0,5,0.0,0.0873,neutral,Music,1,1
488,h4EwKwlAbqM,AU,2026-03-22 11:07:36,SPIDER-MAN 4: BRAND NEW DAY All Official Trailer Clips So Far (2026),KinoCheck.com,UCLRlryMfL8ffxzrtqv0_k_w,24,2026-03-17 22:44:56+00:00,"Official Spider-Man 4: Brand New Day Movie Teaser Trailer Clips 2026 | More ➤ https://KinoCheck.com/App | Tom Holland Movie Trailer | Cinema: 31 Jul 2026 | Details ➤ https://KinoCheck.com/movie/fgb/spider-man-4-brand-new-day-2026?utm_source=youtube&utm_medium=description
Four years after the events ",2026|Jon Bernthal|KinoCheck|Movie|Spider-Man 4: Brand New Day|Spider-Man 4: Brand New Day trailer|Superhero|Tom Holland|Zendaya|man|marvel|mcu|mj|ned|spider|spiderman|spidey|strange|trailer,https://i.ytimg.com/vi/h4EwKwlAbqM/hqdefault.jpg,1021381,11195,544,PT1M16S,hd,76.0,1.27,0,22,Tuesday,3,0,108.38,0.010961,0.000533,9424.07,0.011493,68,12,1,0,0,0,19,0.1182,0.3182,positive,Entertainment,1,1
495,-7mSXbjZUr4,AU,2026-03-22 11:07:36,ROBLOX ADMIN vs VOICE CHATTERS,Flamingo,UCm-X6o81nRsXQTmqpyArkBQ,20,2026-03-21 01:33:30+00:00,thanks to all the willing participants in this video they were funny,roblox admin|roblox|flamingo,https://i.ytimg.com/vi/-7mSXbjZUr4/hqdefault.jpg,981808,57404,5140,PT13M18S,hd,798.0,13.3,0,1,Saturday,3,1,33.57,0.058468,0.005235,29246.59,0.063703,30,5,0,0,0,0,3,0.0,0.2333,neutral,Gaming,1,1
487,amdOdzmAbSk,AU,2026-03-22 11:07:36,"Ishq Jalakar - Karvaan - 8K Video | Dhurandhar | Ranveer Singh, Shashwat Sachdev, Shahzad Ali",Saregama Music,UC_A7K2dXFsTMAciGmnNxy-Q,10,2026-03-18 07:30:01+00:00,"Presenting Ishq Jalakar – Karvaan in stunning 8K, a powerful track filled with fresh energy and emotion.

👉 Subscribe to Saregama Music: https://bit.ly/3FkAS0W

Credits:
Song name: Ishq Jalakar - Karvaan
Music: Shashwat Sachdev, Roshan
Singers: Shashwat Sachdev, Shahzad Ali, Subhadeep Das Chowdhury,",Dhurandhar latest song|Ishq Jalakar - Karvaan|na to karvan ki talash hai|Ranveer Singh|Akshaye Khanna|na to karvan ki talash hai qawwali|ishq jalakar carvaan|dhurandhar 2|dhurandhar the revenge|the revenge dhurandhar 2|AARI AARI|phir se|main aur tu|vaari javaan|jaan se guzarte hain|jaiye sajna|Aakhri Ishq|shashwat sachdev dhurandhar|dhurandhar movie song|Arijit Singh new song|Main aur tu|Mann Atkeya|Jithe Mera Ghar|Ishq Jalakar 8k song,https://i.ytimg.com/vi/amdOdzmAbSk/hqdefault.jpg,981076,10178,178,PT2M32S,hd,152.0,2.53,0,7,Wednesday,3,0,99.63,0.010374,0.000181,9847.19,0.010556,93,16,1,0,0,0,24,0.0,0.375,neutral,Music,1,1
